id,questionusageid,questionid,userid,responsesummary,rightanswer,fraction,timecreated
554,83,4,662,,Doğru,0.13,1709220523
555,83,6,662,Yanıt,Doğru,1.0,1709221108
556,83,7,662,,Doğru,0.48,1709221208
557,83,8,662,,Doğru,0.22,1709221502
558,83,9,662,,Doğru,0.15,1709221527
559,84,1,672,Yanıt,Doğru,1.0,1709221915
560,84,2,672,Yanıt,Doğru,1.0,1709222077
561,84,3,672,Yanıt,Doğru,1.0,1709222121
562,84,4,672,Yanıt,Doğru,1.0,1709222175
563,84,5,672,,Doğru,0.49,1709222211
564,84,7,672,,Doğru,0.22,1709222231
565,84,8,672,Yanıt,Doğru,1.0,1709222399
566,84,9,672,,Doğru,0.08,1709222400
567,84,10,672,Yanıt,Doğru,1.0,1709222401
568,85,1,675,Yanıt,Doğru,1.0,1709222232
569,85,2,675,,Doğru,0.31,1709222283
570,85,3,675,Yanıt,Doğru,1.0,1709222304
571,85,4,675,Yanıt,Doğru,1.0,1709222314
572,85,5,675,Yanıt,Doğru,1.0,1709222341
573,85,6,675,Yanıt,Doğru,1.0,1709222396
574,85,7,675,Yanıt,Doğru,1.0,1709222399
575,85,8,675,,Doğru,0.27,1709222400
576,85,9,675,Yanıt,Doğru,1.0,1709222401
577,85,10,675,,Doğru,0.21,1709222402
578,86,6,688,,Doğru,0.3,1709221789
579,86,8,688,,Doğru,0.11,1709221928
580,87,2,692,Yanıt,Doğru,1.0,1709221248
581,87,3,692,,Doğru,0.19,1709221295
582,87,6,692,Yanıt,Doğru,1.0,1709221435
583,87,8,692,Yanıt,Doğru,1.0,1709221779
584,88,1,695,,Doğru,0.32,1709221112
585,88,5,695,,Doğru,0.39,1709221717
586,88,6,695,,Doğru,0.29,1709221957
587,88,7,695,,Doğru,0.41,1709222194
588,88,8,695,Yanıt,Doğru,1.0,1709222277
589,89,1,704,,Doğru,0.41,1709219052
590,89,6,704,,Doğru,0.42,1709219988
591,90,2,711,Yanıt,Doğru,1.0,1709220289
592,90,4,711,,Doğru,0.4,1709220563
593,90,5,711,,Doğru,0.33,1709220820
594,90,6,711,Yanıt,Doğru,1.0,1709221003
595,90,10,711,,Doğru,0.17,1709221034
596,91,2,713,Yanıt,Doğru,1.0,1709220702
597,91,3,713,Yanıt,Doğru,1.0,1709221444
598,91,4,713,,Doğru,0.18,1709221867
599,91,5,713,Yanıt,Doğru,1.0,1709222103
600,91,6,713,Yanıt,Doğru,1.0,1709222150
601,91,7,713,,Doğru,0.34,1709222159
602,91,8,713,Yanıt,Doğru,1.0,1709222304
603,91,9,713,,Doğru,0.08,1709222399
604,91,10,713,Yanıt,Doğru,1.0,1709222402
605,92,3,714,Yanıt,Doğru,1.0,1709222274
606,92,4,714,Yanıt,Doğru,1.0,1709222276
607,92,6,714,Yanıt,Doğru,1.0,1709222280
608,92,8,714,Yanıt,Doğru,1.0,1709222282
609,92,9,714,,Doğru,0.42,1709222283
610,92,10,714,,Doğru,0.37,1709222290
611,93,1,715,Yanıt,Doğru,1.0,1709220601
612,93,4,715,Yanıt,Doğru,1.0,1709220730
613,93,5,715,,Doğru,0.47,1709220829
614,93,6,715,,Doğru,0.08,1709221890
615,93,7,715,,Doğru,0.19,1709222399
616,93,8,715,,Doğru,0.36,1709222400
617,93,10,715,,Doğru,0.21,1709222401
618,94,3,724,,Doğru,0.48,1709220668
619,94,6,724,Yanıt,Doğru,1.0,1709220897
620,94,7,724,,Doğru,0.16,1709221331
621,94,8,724,,Doğru,0.42,1709221403
622,95,1,749,,Doğru,0.21,1709221865
623,95,5,749,Yanıt,Doğru,1.0,1709221955
624,95,6,749,,Doğru,0.14,1709222176
625,95,7,749,Yanıt,Doğru,1.0,1709222180
626,95,8,749,,Doğru,0.14,1709222229
627,95,9,749,Yanıt,Doğru,1.0,1709222399
628,96,1,750,,Doğru,0.32,1709222240
629,96,2,750,,Doğru,0.26,1709222284
630,96,3,750,Yanıt,Doğru,1.0,1709222314
631,96,4,750,,Doğru,0.29,1709222320
632,96,5,750,,Doğru,0.01,1709222375
633,96,6,750,,Doğru,0.11,1709222399
634,96,7,750,,Doğru,0.09,1709222400
635,96,8,750,Yanıt,Doğru,1.0,1709222401
636,96,9,750,Yanıt,Doğru,1.0,1709222403
637,96,10,750,,Doğru,0.26,1709222404
638,97,1,761,,Doğru,0.44,1709220003
639,97,2,761,,Doğru,0.05,1709220499
640,97,3,761,,Doğru,0.42,1709221088
641,97,6,761,Yanıt,Doğru,1.0,1709221323
642,97,7,761,Yanıt,Doğru,1.0,1709221758
643,97,9,761,Yanıt,Doğru,1.0,1709222399
644,98,2,774,,Doğru,0.43,1709219197
645,98,3,774,,Doğru,0.34,1709219565
646,98,5,774,Yanıt,Doğru,1.0,1709219601
647,98,7,774,Yanıt,Doğru,1.0,1709219879
648,98,8,774,,Doğru,0.26,1709220456
649,98,9,774,Yanıt,Doğru,1.0,1709220464
650,98,10,774,,Doğru,0.5,1709220467
651,99,4,782,,Doğru,0.11,1709221820
652,99,7,782,,Doğru,0.19,1709221892
653,100,1,789,Yanıt,Doğru,1.0,1709220320
654,100,2,789,,Doğru,0.14,1709220956
655,100,4,789,,Doğru,0.21,1709221227
656,100,5,789,,Doğru,0.12,1709221504
657,100,7,789,,Doğru,0.4,1709221618
658,100,8,789,Yanıt,Doğru,1.0,1709221656
659,100,9,789,,Doğru,0.46,1709221778
660,100,10,789,,Doğru,0.39,1709221780
661,101,1,824,,Doğru,0.1,1709221913
662,101,2,824,,Doğru,0.43,1709221988
663,101,5,824,,Doğru,0.35,1709222015
664,101,7,824,,Doğru,0.03,1709222071
665,101,9,824,,Doğru,0.07,1709222111
666,102,3,829,Yanıt,Doğru,1.0,1709220937
667,102,4,829,,Doğru,0.39,1709221038
668,102,5,829,,Doğru,0.4,1709221077
669,102,6,829,Yanıt,Doğru,1.0,1709221252
670,102,8,829,,Doğru,0.5,1709221575
671,102,9,829,Yanıt,Doğru,1.0,1709222087
672,102,10,829,,Doğru,0.4,1709222364
673,103,1,838,,Doğru,0.2,1709218825
674,103,2,838,,Doğru,0.41,1709218999
675,103,5,838,,Doğru,0.06,1709219024
676,103,6,838,,Doğru,0.5,1709219141
677,103,9,838,Yanıt,Doğru,1.0,1709219177
678,103,10,838,Yanıt,Doğru,1.0,1709219340
679,104,1,853,,Doğru,0.05,1709219957
680,104,3,853,Yanıt,Doğru,1.0,1709220254
681,104,5,853,,Doğru,0.29,1709220409
682,104,6,853,Yanıt,Doğru,1.0,1709221549
683,104,7,853,,Doğru,0.43,1709222025
684,104,9,853,,Doğru,0.23,1709222025
685,105,1,857,,Doğru,0.15,1709219358
686,105,2,857,Yanıt,Doğru,1.0,1709219565
687,105,4,857,Yanıt,Doğru,1.0,1709219787
688,105,6,857,,Doğru,0.17,1709219844
689,105,8,857,,Doğru,0.2,1709220527
690,105,9,857,Yanıt,Doğru,1.0,1709220625
691,105,10,857,Yanıt,Doğru,1.0,1709221889
692,107,1,871,,Doğru,0.17,1709220278
693,107,3,871,Yanıt,Doğru,1.0,1709220343
694,107,5,871,,Doğru,0.03,1709220673
695,107,8,871,Yanıt,Doğru,1.0,1709221508
696,107,9,871,Yanıt,Doğru,1.0,1709221558
697,107,10,871,Yanıt,Doğru,1.0,1709221593
698,108,1,877,Yanıt,Doğru,1.0,1709218952
699,108,2,877,,Doğru,0.11,1709219042
700,108,3,877,Yanıt,Doğru,1.0,1709219481
701,108,4,877,,Doğru,0.49,1709219872
702,108,5,877,Yanıt,Doğru,1.0,1709220858
703,108,6,877,,Doğru,0.17,1709222306
704,108,7,877,Yanıt,Doğru,1.0,1709222308
705,108,8,877,Yanıt,Doğru,1.0,1709222309
706,108,9,877,,Doğru,0.35,1709222311
707,108,10,877,Yanıt,Doğru,1.0,1709222311
708,109,1,902,Yanıt,Doğru,1.0,1709219784
709,109,2,902,,Doğru,0.15,1709219973
710,109,3,902,,Doğru,0.28,1709220304
711,109,4,902,Yanıt,Doğru,1.0,1709220805
712,109,5,902,Yanıt,Doğru,1.0,1709220838
713,109,6,902,,Doğru,0.03,1709221471
714,109,7,902,,Doğru,0.02,1709222318
715,109,8,902,,Doğru,0.22,1709222399
716,109,9,902,Yanıt,Doğru,1.0,1709222399
717,109,10,902,Yanıt,Doğru,1.0,1709222401
718,110,5,912,,Doğru,0.32,1709221041
719,110,10,912,,Doğru,0.45,1709221175
720,111,4,914,Yanıt,Doğru,1.0,1709220257
721,111,8,914,,Doğru,0.42,1709220666
722,112,1,915,Yanıt,Doğru,1.0,1709220594
723,112,3,915,,Doğru,0.1,1709221408
724,112,6,915,,Doğru,0.01,1709221498
725,112,10,915,,Doğru,0.17,1709221738
726,113,1,930,Yanıt,Doğru,1.0,1709219314
727,113,2,930,Yanıt,Doğru,1.0,1709219906
728,113,3,930,,Doğru,0.5,1709220132
729,113,4,930,,Doğru,0.3,1709220786
730,113,6,930,,Doğru,0.05,1709221161
731,113,7,930,Yanıt,Doğru,1.0,1709221511
732,113,9,930,,Doğru,0.13,1709221512
733,113,10,930,,Doğru,0.28,1709221514
734,114,1,935,,Doğru,0.12,1709219408
735,114,3,935,,Doğru,0.34,1709219907
736,114,5,935,,Doğru,0.03,1709220503
737,114,7,935,,Doğru,0.39,1709220659
738,114,8,935,,Doğru,0.13,1709220874
739,114,10,935,Yanıt,Doğru,1.0,1709221221
740,115,3,937,,Doğru,0.23,1709220443
741,115,5,937,Yanıt,Doğru,1.0,1709221177
742,115,6,937,,Doğru,0.18,1709221829
743,115,8,937,,Doğru,0.16,1709222012
744,115,9,937,,Doğru,0.44,1709222033
745,115,10,937,Yanıt,Doğru,1.0,1709222307
746,116,3,942,Yanıt,Doğru,1.0,1709221971
747,116,5,942,Yanıt,Doğru,1.0,1709222034
748,116,6,942,Yanıt,Doğru,1.0,1709222052
749,116,7,942,Yanıt,Doğru,1.0,1709222302
750,116,9,942,Yanıt,Doğru,1.0,1709222399
751,116,10,942,,Doğru,0.41,1709222402
752,117,1,949,Yanıt,Doğru,1.0,1709221850
753,117,4,949,,Doğru,0.32,1709222027
754,117,8,949,,Doğru,0.38,1709222282
755,118,6,965,,Doğru,0.38,1709222254
756,118,8,965,,Doğru,0.28,1709222276
757,119,1,967,Yanıt,Doğru,1.0,1709221972
758,119,2,967,,Doğru,0.46,1709222125
759,119,4,967,Yanıt,Doğru,1.0,1709222140
760,119,6,967,,Doğru,0.12,1709222222
761,119,8,967,,Doğru,0.04,1709222227
762,119,9,967,Yanıt,Doğru,1.0,1709222260
763,119,10,967,,Doğru,0.45,1709222283
764,120,1,976,Yanıt,Doğru,1.0,1709220626
765,120,2,976,,Doğru,0.44,1709221004
766,120,3,976,Yanıt,Doğru,1.0,1709221764
767,120,4,976,Yanıt,Doğru,1.0,1709222069
768,120,5,976,,Doğru,0.0,1709222287
769,120,7,976,Yanıt,Doğru,1.0,1709222399
770,120,8,976,,Doğru,0.49,1709222402
771,120,10,976,,Doğru,0.06,1709222404
772,121,1,977,Yanıt,Doğru,1.0,1709219305
773,121,2,977,Yanıt,Doğru,1.0,1709221218
774,121,3,977,Yanıt,Doğru,1.0,1709221474
775,121,5,977,Yanıt,Doğru,1.0,1709222399
776,121,6,977,,Doğru,0.49,1709222399
777,121,8,977,Yanıt,Doğru,1.0,1709222401
778,121,9,977,Yanıt,Doğru,1.0,1709222402
779,122,1,979,Yanıt,Doğru,1.0,1709218835
780,122,2,979,Yanıt,Doğru,1.0,1709219415
781,122,3,979,Yanıt,Doğru,1.0,1709219950
782,122,4,979,,Doğru,0.43,1709221207
783,122,5,979,,Doğru,0.05,1709221476
784,122,6,979,,Doğru,0.17,1709221881
785,122,7,979,,Doğru,0.37,1709221883
786,122,8,979,Yanıt,Doğru,1.0,1709221883
787,122,9,979,Yanıt,Doğru,1.0,1709221884
788,122,10,979,Yanıt,Doğru,1.0,1709221886
789,123,1,982,,Doğru,0.23,1709221132
790,123,2,982,,Doğru,0.0,1709221463
791,123,3,982,,Doğru,0.04,1709221929
792,123,4,982,,Doğru,0.14,1709222087
793,123,7,982,,Doğru,0.22,1709222399
794,123,9,982,Yanıt,Doğru,1.0,1709222401
795,123,10,982,,Doğru,0.0,1709222403
796,124,1,990,,Doğru,0.2,1709219495
797,124,2,990,Yanıt,Doğru,1.0,1709219963
798,124,3,990,Yanıt,Doğru,1.0,1709220018
799,124,6,990,Yanıt,Doğru,1.0,1709220494
800,124,7,990,,Doğru,0.1,1709220761
801,124,8,990,,Doğru,0.32,1709220829
802,124,9,990,,Doğru,0.39,1709221032
803,124,10,990,,Doğru,0.01,1709221748
804,125,1,999,,Doğru,0.07,1709219405
805,125,2,999,,Doğru,0.01,1709219788
806,125,3,999,,Doğru,0.08,1709221074
807,125,5,999,,Doğru,0.05,1709221263
808,125,6,999,,Doğru,0.24,1709221439
809,125,9,999,,Doğru,0.38,1709221439
810,125,10,999,Yanıt,Doğru,1.0,1709221440
811,126,1,1007,Yanıt,Doğru,1.0,1709220666
812,126,4,1007,,Doğru,0.35,1709220846
813,126,9,1007,,Doğru,0.32,1709221021
814,126,10,1007,,Doğru,0.16,1709221084
815,127,1,1010,Yanıt,Doğru,1.0,1709220354
816,127,2,1010,,Doğru,0.15,1709220467
817,127,3,1010,Yanıt,Doğru,1.0,1709220559
818,127,4,1010,Yanıt,Doğru,1.0,1709220785
819,127,5,1010,Yanıt,Doğru,1.0,1709222013
820,127,7,1010,Yanıt,Doğru,1.0,1709222388
821,127,8,1010,,Doğru,0.26,1709222400
822,127,9,1010,,Doğru,0.21,1709222400
823,127,10,1010,Yanıt,Doğru,1.0,1709222402
824,128,1,1017,Yanıt,Doğru,1.0,1709220822
825,128,5,1017,Yanıt,Doğru,1.0,1709221054
826,128,7,1017,Yanıt,Doğru,1.0,1709221214
827,128,8,1017,Yanıt,Doğru,1.0,1709221519
828,128,10,1017,Yanıt,Doğru,1.0,1709221734
829,129,6,1027,Yanıt,Doğru,1.0,1709221345
830,129,7,1027,,Doğru,0.11,1709221539
831,129,8,1027,Yanıt,Doğru,1.0,1709221731
832,129,9,1027,,Doğru,0.34,1709221754
833,130,2,1034,,Doğru,0.12,1709221061
834,130,5,1034,,Doğru,0.15,1709221085
835,130,7,1034,Yanıt,Doğru,1.0,1709221176
836,130,9,1034,,Doğru,0.38,1709222122
837,131,1,1039,Yanıt,Doğru,1.0,1709220796
838,131,2,1039,,Doğru,0.4,1709221682
839,131,4,1039,Yanıt,Doğru,1.0,1709221987
840,131,6,1039,,Doğru,0.04,1709222399
841,131,7,1039,Yanıt,Doğru,1.0,1709222401
842,131,8,1039,Yanıt,Doğru,1.0,1709222402
843,131,9,1039,,Doğru,0.38,1709222404
844,131,10,1039,Yanıt,Doğru,1.0,1709222405
845,132,2,1043,Yanıt,Doğru,1.0,1709220880
846,132,4,1043,Yanıt,Doğru,1.0,1709221427
847,132,5,1043,Yanıt,Doğru,1.0,1709221692
848,132,6,1043,Yanıt,Doğru,1.0,1709221705
849,132,8,1043,Yanıt,Doğru,1.0,1709221905
850,132,9,1043,,Doğru,0.1,1709221999
851,132,10,1043,,Doğru,0.3,1709222399
852,133,2,1044,Yanıt,Doğru,1.0,1709220326
853,133,3,1044,,Doğru,0.41,1709221390
854,133,4,1044,Yanıt,Doğru,1.0,1709221742
855,133,5,1044,,Doğru,0.26,1709221967
856,133,6,1044,Yanıt,Doğru,1.0,1709222163
857,133,8,1044,Yanıt,Doğru,1.0,1709222399
858,133,9,1044,Yanıt,Doğru,1.0,1709222401
859,133,10,1044,Yanıt,Doğru,1.0,1709222403
860,134,1,1048,,Doğru,0.26,1709222242
861,134,2,1048,,Doğru,0.25,1709222269
862,134,3,1048,,Doğru,0.06,1709222280
863,134,5,1048,,Doğru,0.32,1709222294
864,134,6,1048,,Doğru,0.34,1709222307
865,134,7,1048,Yanıt,Doğru,1.0,1709222358
866,134,8,1048,Yanıt,Doğru,1.0,1709222363
867,134,10,1048,,Doğru,0.36,1709222399
868,135,5,1051,,Doğru,0.18,1709222209
869,135,6,1051,Yanıt,Doğru,1.0,1709222306
870,135,7,1051,Yanıt,Doğru,1.0,1709222337
871,135,8,1051,,Doğru,0.18,1709222367
872,135,9,1051,Yanıt,Doğru,1.0,1709222399
873,135,10,1051,,Doğru,0.02,1709222401
874,136,1,1060,,Doğru,0.42,1709221395
875,136,2,1060,,Doğru,0.23,1709221598
876,136,3,1060,,Doğru,0.32,1709221708
877,136,5,1060,,Doğru,0.49,1709221837
878,136,6,1060,,Doğru,0.35,1709221991
879,136,8,1060,Yanıt,Doğru,1.0,1709222067
880,136,9,1060,Yanıt,Doğru,1.0,1709222353
881,136,10,1060,,Doğru,0.36,1709222399
882,137,1,1062,Yanıt,Doğru,1.0,1709221238
883,137,2,1062,,Doğru,0.09,1709221777
884,137,4,1062,,Doğru,0.29,1709221820
885,137,5,1062,,Doğru,0.16,1709222181
886,137,6,1062,Yanıt,Doğru,1.0,1709222388
887,137,7,1062,Yanıt,Doğru,1.0,1709222400
888,137,8,1062,,Doğru,0.08,1709222403
889,137,9,1062,Yanıt,Doğru,1.0,1709222405
890,138,2,1066,,Doğru,0.18,1709221021
891,138,3,1066,Yanıt,Doğru,1.0,1709221410
892,138,4,1066,,Doğru,0.44,1709221706
893,138,7,1066,,Doğru,0.35,1709222255
894,138,9,1066,,Doğru,0.35,1709222399
895,139,1,1068,Yanıt,Doğru,1.0,1709221979
896,139,2,1068,,Doğru,0.08,1709222072
897,139,3,1068,Yanıt,Doğru,1.0,1709222110
898,139,4,1068,Yanıt,Doğru,1.0,1709222333
899,139,5,1068,Yanıt,Doğru,1.0,1709222399
900,139,6,1068,,Doğru,0.25,1709222402
901,139,7,1068,,Doğru,0.4,1709222404
902,139,8,1068,Yanıt,Doğru,1.0,1709222407
903,139,9,1068,,Doğru,0.14,1709222409
904,139,10,1068,Yanıt,Doğru,1.0,1709222410
905,140,1,1071,Yanıt,Doğru,1.0,1709219268
906,140,2,1071,,Doğru,0.1,1709219468
907,140,4,1071,,Doğru,0.24,1709220183
908,140,5,1071,,Doğru,0.12,1709220201
909,140,6,1071,,Doğru,0.11,1709220280
910,140,7,1071,,Doğru,0.37,1709220351
911,140,9,1071,,Doğru,0.36,1709220448
912,140,10,1071,,Doğru,0.33,1709220454
913,141,1,1075,,Doğru,0.25,1709220914
914,141,5,1075,,Doğru,0.21,1709221082
915,141,6,1075,Yanıt,Doğru,1.0,1709221231
916,142,1,1079,Yanıt,Doğru,1.0,1709221525
917,142,3,1079,Yanıt,Doğru,1.0,1709221616
918,142,4,1079,Yanıt,Doğru,1.0,1709221675
919,142,5,1079,,Doğru,0.19,1709221763
920,142,8,1079,,Doğru,0.23,1709221808
921,142,9,1079,,Doğru,0.47,1709221871
922,142,10,1079,Yanıt,Doğru,1.0,1709221985
923,143,2,1082,,Doğru,0.48,1709220146
924,143,4,1082,Yanıt,Doğru,1.0,1709220174
925,143,9,1082,,Doğru,0.13,1709220199
926,144,1,1083,Yanıt,Doğru,1.0,1709220456
927,144,2,1083,Yanıt,Doğru,1.0,1709220564
928,144,9,1083,,Doğru,0.37,1709220733
929,145,1,1087,,Doğru,0.4,1709220333
930,145,3,1087,,Doğru,0.35,1709221683
931,145,5,1087,,Doğru,0.49,1709222159
932,145,6,1087,Yanıt,Doğru,1.0,1709222231
933,145,7,1087,,Doğru,0.0,1709222399
934,145,8,1087,,Doğru,0.25,1709222400
935,145,9,1087,,Doğru,0.13,1709222402
936,145,10,1087,Yanıt,Doğru,1.0,1709222404
937,146,1,1088,Yanıt,Doğru,1.0,1709221343
938,146,2,1088,,Doğru,0.44,1709221753
939,146,4,1088,Yanıt,Doğru,1.0,1709221763
940,146,5,1088,,Doğru,0.32,1709221845
941,146,6,1088,Yanıt,Doğru,1.0,1709221943
942,146,7,1088,,Doğru,0.45,1709222375
943,146,9,1088,,Doğru,0.39,1709222385
944,147,2,1092,Yanıt,Doğru,1.0,1709221355
945,147,3,1092,,Doğru,0.11,1709221725
946,147,4,1092,Yanıt,Doğru,1.0,1709221860
947,147,5,1092,,Doğru,0.07,1709221887
948,147,6,1092,,Doğru,0.12,1709221971
949,147,8,1092,,Doğru,0.37,1709222031
950,147,9,1092,Yanıt,Doğru,1.0,1709222281
951,147,10,1092,,Doğru,0.31,1709222399
952,148,4,1099,,Doğru,0.43,1709222206
953,148,5,1099,,Doğru,0.1,1709222233
954,148,6,1099,Yanıt,Doğru,1.0,1709222236
955,148,7,1099,Yanıt,Doğru,1.0,1709222248
956,148,8,1099,Yanıt,Doğru,1.0,1709222251
957,148,9,1099,,Doğru,0.4,1709222278
958,148,10,1099,,Doğru,0.03,1709222343
959,149,1,1109,,Doğru,0.21,1709219194
960,149,3,1109,Yanıt,Doğru,1.0,1709219284
961,149,4,1109,Yanıt,Doğru,1.0,1709219429
962,149,7,1109,,Doğru,0.4,1709219753
963,149,8,1109,Yanıt,Doğru,1.0,1709219824
964,149,9,1109,,Doğru,0.33,1709220442
965,149,10,1109,,Doğru,0.41,1709220637
966,150,1,1113,,Doğru,0.19,1709219790
967,150,2,1113,,Doğru,0.25,1709219930
968,150,3,1113,,Doğru,0.0,1709219965
969,150,4,1113,Yanıt,Doğru,1.0,1709220383
970,150,5,1113,,Doğru,0.35,1709221025
971,150,6,1113,,Doğru,0.4,1709221931
972,150,7,1113,Yanıt,Doğru,1.0,1709221986
973,150,8,1113,Yanıt,Doğru,1.0,1709221995
974,150,9,1113,,Doğru,0.38,1709222180
975,150,10,1113,,Doğru,0.0,1709222225
976,151,1,1118,Yanıt,Doğru,1.0,1709222158
977,151,2,1118,,Doğru,0.43,1709222164
978,151,4,1118,,Doğru,0.17,1709222208
979,151,7,1118,,Doğru,0.19,1709222307
980,151,9,1118,Yanıt,Doğru,1.0,1709222350
981,152,1,1120,Yanıt,Doğru,1.0,1709219049
982,152,2,1120,,Doğru,0.15,1709219236
983,152,3,1120,Yanıt,Doğru,1.0,1709219506
984,152,4,1120,,Doğru,0.41,1709219611
985,152,5,1120,,Doğru,0.14,1709219904
986,152,6,1120,,Doğru,0.13,1709219905
987,152,7,1120,,Doğru,0.05,1709219906
988,152,8,1120,,Doğru,0.42,1709219907
989,152,10,1120,Yanıt,Doğru,1.0,1709219908
990,153,1,1128,Yanıt,Doğru,1.0,1709219018
991,153,2,1128,,Doğru,0.45,1709219256
992,153,3,1128,Yanıt,Doğru,1.0,1709220156
993,153,4,1128,Yanıt,Doğru,1.0,1709221291
994,153,5,1128,,Doğru,0.13,1709221712
995,153,6,1128,,Doğru,0.33,1709222033
996,153,7,1128,Yanıt,Doğru,1.0,1709222035
997,153,8,1128,,Doğru,0.23,1709222036
998,153,10,1128,,Doğru,0.03,1709222037
999,154,1,1129,,Doğru,0.18,1709220534
1000,154,2,1129,,Doğru,0.09,1709220938
1001,154,6,1129,,Doğru,0.13,1709221433
1002,154,8,1129,Yanıt,Doğru,1.0,1709221694
1003,154,9,1129,Yanıt,Doğru,1.0,1709221950
1004,155,2,1134,Yanıt,Doğru,1.0,1709222180
1005,155,4,1134,Yanıt,Doğru,1.0,1709222225
1006,155,5,1134,,Doğru,0.21,1709222263
1007,155,6,1134,Yanıt,Doğru,1.0,1709222303
1008,155,7,1134,Yanıt,Doğru,1.0,1709222357
1009,155,9,1134,Yanıt,Doğru,1.0,1709222395
1010,156,2,1144,,Doğru,0.24,1709219039
1011,156,3,1144,,Doğru,0.11,1709219465
1012,156,5,1144,,Doğru,0.38,1709219738
1013,156,6,1144,,Doğru,0.44,1709220045
1014,156,7,1144,Yanıt,Doğru,1.0,1709221093
1015,156,8,1144,,Doğru,0.17,1709221616
1016,156,10,1144,,Doğru,0.45,1709221668
1017,157,2,1166,,Doğru,0.21,1709219232
1018,157,5,1166,Yanıt,Doğru,1.0,1709219457
1019,157,6,1166,Yanıt,Doğru,1.0,1709219728
1020,157,7,1166,,Doğru,0.3,1709219842
1021,157,9,1166,,Doğru,0.38,1709220472
1022,157,10,1166,,Doğru,0.26,1709220473
1023,158,1,1167,,Doğru,0.33,1709222227
1024,158,2,1167,,Doğru,0.46,1709222263
1025,158,4,1167,Yanıt,Doğru,1.0,1709222383
1026,158,5,1167,,Doğru,0.15,1709222396
1027,158,6,1167,Yanıt,Doğru,1.0,1709222399
1028,158,7,1167,,Doğru,0.02,1709222401
1029,158,9,1167,,Doğru,0.18,1709222403
1030,158,10,1167,,Doğru,0.49,1709222404
1031,159,1,1169,Yanıt,Doğru,1.0,1709218835
1032,159,2,1169,Yanıt,Doğru,1.0,1709219005
1033,159,3,1169,Yanıt,Doğru,1.0,1709219186
1034,159,4,1169,,Doğru,0.45,1709220144
1035,159,5,1169,,Doğru,0.22,1709220991
1036,159,6,1169,,Doğru,0.01,1709220994
1037,159,7,1169,,Doğru,0.33,1709220996
1038,159,8,1169,,Doğru,0.34,1709220999
1039,159,9,1169,,Doğru,0.27,1709221001
1040,159,10,1169,Yanıt,Doğru,1.0,1709221004
1041,160,1,1190,,Doğru,0.4,1709220963
1042,160,7,1190,Yanıt,Doğru,1.0,1709221065
1043,160,8,1190,Yanıt,Doğru,1.0,1709221526
1044,160,10,1190,,Doğru,0.29,1709221904
1045,161,1,1200,,Doğru,0.03,1709221923
1046,161,2,1200,,Doğru,0.23,1709222065
1047,161,3,1200,,Doğru,0.23,1709222250
1048,161,4,1200,Yanıt,Doğru,1.0,1709222261
1049,161,5,1200,Yanıt,Doğru,1.0,1709222292
1050,161,6,1200,Yanıt,Doğru,1.0,1709222399
1051,161,7,1200,,Doğru,0.45,1709222402
1052,161,8,1200,Yanıt,Doğru,1.0,1709222403
1053,161,9,1200,Yanıt,Doğru,1.0,1709222405
1054,161,10,1200,Yanıt,Doğru,1.0,1709222406
1055,162,1,1207,Yanıt,Doğru,1.0,1709219851
1056,162,2,1207,,Doğru,0.15,1709220476
1057,162,6,1207,,Doğru,0.16,1709221351
1058,162,7,1207,,Doğru,0.12,1709221423
1059,162,8,1207,Yanıt,Doğru,1.0,1709221854
1060,162,10,1207,Yanıt,Doğru,1.0,1709221891
1061,163,1,1212,,Doğru,0.3,1709219738
1062,163,2,1212,Yanıt,Doğru,1.0,1709219871
1063,163,3,1212,,Doğru,0.34,1709220400
1064,163,5,1212,,Doğru,0.07,1709220666
1065,163,7,1212,,Doğru,0.41,1709220844
1066,163,8,1212,Yanıt,Doğru,1.0,1709220853
1067,163,9,1212,Yanıt,Doğru,1.0,1709220932
1068,163,10,1212,Yanıt,Doğru,1.0,1709221014
1069,164,2,1238,Yanıt,Doğru,1.0,1709222111
1070,164,3,1238,Yanıt,Doğru,1.0,1709222134
1071,164,4,1238,,Doğru,0.39,1709222192
1072,164,5,1238,Yanıt,Doğru,1.0,1709222217
1073,164,6,1238,Yanıt,Doğru,1.0,1709222239
1074,164,7,1238,Yanıt,Doğru,1.0,1709222300
1075,164,8,1238,Yanıt,Doğru,1.0,1709222373
1076,164,9,1238,,Doğru,0.38,1709222399
1077,164,10,1238,Yanıt,Doğru,1.0,1709222400
1078,165,1,1241,,Doğru,0.18,1709219602
1079,165,3,1241,,Doğru,0.25,1709219742
1080,165,5,1241,,Doğru,0.41,1709220256
1081,165,6,1241,,Doğru,0.02,1709220294
1082,165,7,1241,,Doğru,0.4,1709220343
1083,165,10,1241,,Doğru,0.18,1709220522
1084,166,1,1250,,Doğru,0.44,1709219563
1085,166,3,1250,Yanıt,Doğru,1.0,1709219857
1086,166,6,1250,Yanıt,Doğru,1.0,1709220451
1087,166,7,1250,Yanıt,Doğru,1.0,1709220811
1088,166,10,1250,Yanıt,Doğru,1.0,1709220812
1089,167,1,1257,,Doğru,0.1,1709221938
1090,167,2,1257,Yanıt,Doğru,1.0,1709222088
1091,167,4,1257,Yanıt,Doğru,1.0,1709222125
